Country,State,Route,Year,Aou,SpeciesTotal
840,2,60,2015,3160,11
840,2,60,2016,3160,2
840,2,60,2017,3160,8
840,2,60,2018,3160,1
840,2,60,2019,3160,6
840,2,61,1996,3160,90
840,2,61,1997,3160,91
840,2,61,1998,3160,47
840,2,61,2000,3160,29
840,2,61,2001,3160,37
840,2,61,2002,3160,36
840,2,61,2003,3160,64
840,2,61,2004,3160,37
840,2,61,2006,3160,32
840,2,61,2007,3160,23
840,2,61,2008,3160,28
840,2,61,2009,3160,50
840,2,61,2010,3160,51
840,2,61,2011,3160,61
840,2,61,2012,3160,35
840,2,61,2013,3160,46
840,2,61,2017,3160,8
840,2,61,2018,3160,34
840,2,61,2019,3160,28
840,2,62,1993,3160,11
840,2,62,1994,3160,10
840,2,62,1995,3160,8
840,2,62,1996,3160,11
840,2,62,1998,3160,7
840,2,63,1995,3160,63
840,2,63,1996,3160,49
840,2,63,1997,3160,66
840,2,63,1999,3160,54
840,2,63,2000,3160,30
840,2,63,2001,3160,34
840,2,63,2002,3160,36
840,2,63,2003,3160,20
840,2,63,2004,3160,34
840,2,63,2005,3160,25
840,2,63,2006,3160,40
840,2,63,2007,3160,40
840,2,63,2008,3160,40
840,2,63,2009,3160,37
840,2,63,2010,3160,99
840,2,63,2011,3160,90
840,2,63,2012,3160,67
840,2,63,2013,3160,78
840,2,63,2014,3160,75
840,2,63,2016,3160,72
840,2,63,2017,3160,89
840,2,63,2018,3160,76
840,2,63,2019,3160,70
840,2,64,1995,3160,20
840,2,64,1996,3160,10
840,2,64,1997,3160,7
840,2,64,1998,3160,17
840,2,64,1999,3160,10
840,2,65,1993,3160,39
840,2,65,1994,3160,51
840,2,65,1995,3160,34
840,2,65,1996,3160,44
840,2,65,1997,3160,53
840,2,65,1998,3160,35
840,2,65,1999,3160,57
840,2,65,2000,3160,46
840,2,65,2001,3160,40
840,2,65,2002,3160,52
840,2,65,2003,3160,30
840,2,65,2004,3160,41
840,2,65,2005,3160,27
840,2,65,2006,3160,33
,,,,,
840,2,65,2007,3160,32
840,2,65,2008,3160,42
840,2,65,2009,3160,79
840,2,65,2010,3160,31
840,2,65,2011,3160,65
840,2,65,2012,3160,52
840,2,65,2013,3160,38
840,2,65,2014,3160,43
840,2,65,2015,3160,34
840,2,65,2018,3160,51
840,2,65,2019,3160,54
840,2,66,1993,3160,15
840,2,66,1994,3160,12
840,2,66,1995,3160,18
840,2,66,1996,3160,22
840,2,66,1997,3160,16
840,2,66,1998,3160,17
840,2,66,1999,3160,21
840,2,66,2000,3160,14
840,2,66,2001,3160,18
840,2,66,2002,3160,19
840,2,66,2003,3160,15
840,2,66,2004,3160,15
840,2,66,2005,3160,13
840,2,66,2006,3160,18
840,2,66,2007,3160,39
840,2,66,2008,3160,29
840,2,66,2009,3160,26
840,2,66,2011,3160,32
840,2,66,2012,3160,28
840,2,66,2013,3160,32
840,2,66,2014,3160,27
840,2,66,2015,3160,20
840,2,66,2016,3160,21
840,2,66,2017,3160,27
840,2,66,2018,3160,23
840,2,66,2019,3160,27
840,2,67,1993,3160,27
840,2,67,1994,3160,42
840,2,67,1995,3160,51
840,2,67,1996,3160,57
840,2,67,1997,3160,79
840,2,67,1999,3160,44
840,2,67,2000,3160,69
840,2,67,2001,3160,54
840,2,67,2002,3160,37
840,2,67,2003,3160,75
840,2,67,2004,3160,51
840,2,67,2005,3160,32
840,2,67,2006,3160,46
840,2,67,2007,3160,36
840,2,67,2009,3160,31
840,2,67,2010,3160,38
840,2,67,2011,3160,36
840,2,67,2012,3160,46
840,2,68,1994,3160,56
840,2,68,1995,3160,92
840,2,68,1996,3160,125
840,2,68,1997,3160,89
840,2,68,1998,3160,82
840,2,68,1999,3160,154
840,2,68,2000,3160,213
840,2,68,2001,3160,193
840,2,68,2002,3160,167
840,2,68,2003,3160,42
840,2,68,2004,3160,42
840,2,68,2005,3160,36
840,2,68,2006,3160,48
840,2,68,2007,3160,43
840,2,68,2008,3160,50
840,2,68,2009,3160,34
840,2,68,2011,3160,27
840,2,68,2013,3160,83
840,2,68,2014,3160,66
840,2,68,2015,3160,45
840,2,68,2017,3160,43
840,2,68,2019,3160,28
840,2,69,1994,3160,8
840,2,69,1995,3160,22
840,2,69,1996,3160,11
840,2,69,1997,3160,15
840,2,69,1998,3160,20
840,2,69,1999,3160,11
840,2,69,2000,3160,14
840,2,69,2001,3160,25
840,2,69,2006,3160,49
840,2,69,2007,3160,37
840,2,69,2013,3160,48
840,2,69,2014,3160,55
840,2,69,2017,3160,39
840,2,69,2018,3160,57
840,2,69,2019,3160,36
840,2,70,1993,3160,24
840,2,70,1994,3160,17
840,2,70,1995,3160,13
840,2,70,1996,3160,14
840,2,70,1997,3160,27
840,2,70,1998,3160,33
840,2,70,1999,3160,62
840,2,70,2000,3160,24
840,2,70,2001,3160,28
840,2,70,2002,3160,47
840,2,70,2003,3160,37
840,2,70,2007,3160,18
840,2,70,2008,3160,22
840,2,70,2009,3160,25
840,2,70,2011,3160,26
840,2,70,2012,3160,45
840,2,70,2013,3160,41
840,2,70,2014,3160,31
840,2,70,2016,3160,22
840,2,70,2017,3160,21
840,2,70,2018,3160,19
840,2,70,2019,3160,24
840,2,71,1993,3160,65
840,2,71,1994,3160,71
840,2,71,1995,3160,87
840,2,71,1996,3160,52
840,2,71,1999,3160,51
840,2,71,2000,3160,55
840,2,71,2001,3160,58
840,2,71,2002,3160,46
840,2,71,2004,3160,54
840,2,71,2007,3160,61
840,2,71,2008,3160,95
840,2,71,2009,3160,243
840,2,71,2010,3160,74
840,2,71,2011,3160,36
840,2,71,2012,3160,52
840,2,71,2013,3160,49
840,2,71,2014,3160,44
840,2,71,2015,3160,33
840,2,71,2017,3160,53
840,2,71,2018,3160,54
840,2,71,2019,3160,45
840,2,72,1990,3160,90
840,2,72,1991,3160,70
840,2,72,1992,3160,33
840,2,72,1993,3160,74
840,2,72,1994,3160,79
840,2,72,1996,3160,25
840,2,72,1997,3160,33
840,2,72,1998,3160,25
840,2,72,1999,3160,32
840,2,72,2000,3160,74
840,2,72,2001,3160,39
840,2,72,2002,3160,21
840,2,72,2003,3160,21
840,2,72,2004,3160,26
840,2,72,2005,3160,43
840,2,72,2006,3160,34
840,2,72,2007,3160,22
840,2,72,2008,3160,38
840,2,72,2009,3160,42
840,2,72,2010,3160,50
840,2,72,2011,3160,38
840,2,72,2012,3160,34
840,2,72,2013,3160,38
840,2,72,2014,3160,37
840,2,72,2015,3160,66
840,2,72,2016,3160,58
840,2,72,2017,3160,71
840,2,72,2018,3160,58
840,2,72,2019,3160,56
840,2,73,1994,3160,12
840,2,73,1995,3160,9
840,2,73,1996,3160,9
840,2,73,1997,3160,4
840,2,73,1998,3160,7
840,2,73,2007,3160,13
840,2,73,2008,3160,18
840,2,73,2009,3160,12
840,2,73,2010,3160,12
840,2,73,2011,3160,8
840,2,73,2012,3160,26
840,2,73,2013,3160,14
840,2,73,2014,3160,19
840,2,73,2015,3160,25
840,2,73,2016,3160,33
840,2,73,2017,3160,22
840,2,73,2018,3160,43
840,2,73,2019,3160,35
840,2,102,1997,3160,55
840,2,102,1998,3160,51
840,2,102,1999,3160,36
840,2,102,2000,3160,32
840,2,102,2001,3160,66
840,2,102,2002,3160,44
840,2,102,2003,3160,42
840,2,102,2004,3160,32
840,2,102,2005,3160,43
840,2,102,2006,3160,32
840,2,102,2011,3160,45
840,2,102,2012,3160,70
840,2,102,2013,3160,75
840,2,102,2014,3160,82
840,2,102,2015,3160,45
840,2,102,2016,3160,52
840,2,102,2017,3160,35
840,2,105,1990,3160,37
840,2,105,1991,3160,16
840,2,105,1993,3160,30
840,2,105,1994,3160,35
840,2,105,1995,3160,34
840,2,105,1996,3160,46
840,2,105,1997,3160,46
840,2,105,1998,3160,23
840,2,105,1999,3160,35
840,2,105,2000,3160,33
840,2,105,2001,3160,28
840,2,105,2002,3160,29
840,2,105,2003,3160,34
840,2,105,2004,3160,24
840,2,105,2005,3160,38
840,2,105,2006,3160,18
840,2,105,2007,3160,31
840,2,105,2008,3160,28
840,2,105,2009,3160,27
840,2,105,2010,3160,39
840,2,105,2011,3160,26
840,2,105,2012,3160,25
840,2,105,2013,3160,30
840,2,105,2014,3160,32
840,2,105,2015,3160,34
840,2,105,2016,3160,33
840,2,105,2017,3160,37
840,2,105,2018,3160,33
840,2,105,2019,3160,32
840,2,106,2014,3160,32
840,2,109,1999,3160,56
840,2,109,2000,3160,24
840,2,109,2001,3160,63
840,2,109,2002,3160,48
840,2,109,2003,3160,51
840,2,109,2004,3160,41
840,2,109,2005,3160,43
840,2,109,2006,3160,45
840,2,109,2007,3160,39
840,2,109,2008,3160,41
840,2,109,2009,3160,50
840,2,109,2010,3160,35
840,2,109,2011,3160,37
840,2,109,2012,3160,59
840,2,109,2013,3160,46
840,2,109,2016,3160,25
840,2,109,2017,3160,29
840,2,109,2018,3160,64
840,2,109,2019,3160,63
840,2,111,1990,3160,24
840,2,111,1991,3160,25
840,2,111,1992,3160,24
840,2,111,1993,3160,17
840,2,111,1994,3160,30
840,2,111,1995,3160,38
840,2,111,1996,3160,24
840,2,111,1997,3160,18
840,2,111,1998,3160,33
840,2,111,2000,3160,49
840,2,111,2001,3160,37
840,2,111,2002,3160,34
840,2,111,2003,3160,30
840,2,111,2004,3160,27
840,2,111,2005,3160,29
840,2,111,2006,3160,35
840,2,111,2007,3160,53
840,2,111,2008,3160,86
840,2,111,2009,3160,68
840,2,111,2010,3160,50
840,2,111,2011,3160,48
840,2,111,2012,3160,33
840,2,111,2013,3160,40
840,2,111,2014,3160,26
840,2,111,2015,3160,26
840,2,111,2016,3160,18
840,2,111,2017,3160,28
840,2,111,2018,3160,32
840,2,111,2019,3160,50
840,2,137,2005,3160,14
840,2,137,2006,3160,21
840,2,137,2007,3160,13
840,2,137,2008,3160,22
840,2,137,2009,3160,56
840,2,137,2010,3160,14
840,2,137,2011,3160,20
840,2,137,2012,3160,18
840,2,137,2017,3160,27
840,2,137,2018,3160,27
840,2,137,2019,3160,28
840,2,140,1991,3160,6
840,2,140,1992,3160,34
840,2,140,1993,3160,20
840,2,140,1994,3160,19
840,2,140,1995,3160,23
840,2,140,1996,3160,14
840,2,140,1997,3160,25
840,2,140,1998,3160,10
840,2,140,1999,3160,11
840,2,140,2000,3160,13
840,2,140,2001,3160,23
840,2,140,2002,3160,18
840,2,140,2003,3160,38
840,2,140,2004,3160,16
840,2,140,2005,3160,12
840,2,140,2006,3160,11
840,2,140,2007,3160,16
840,2,140,2008,3160,20
840,2,140,2009,3160,20
840,2,140,2010,3160,24
840,2,140,2011,3160,16
840,2,140,2013,3160,24
840,2,140,2014,3160,25
840,2,140,2015,3160,14
840,2,140,2017,3160,7
840,2,140,2018,3160,26
840,2,140,2019,3160,10
840,2,141,2004,3160,69
840,2,141,2005,3160,57
840,2,141,2006,3160,52
840,2,141,2007,3160,91
840,2,141,2008,3160,106
840,2,141,2009,3160,110
840,2,141,2010,3160,69
840,2,141,2011,3160,129
840,2,141,2012,3160,89
840,2,141,2013,3160,68
840,2,141,2014,3160,66
840,2,141,2015,3160,45
840,2,141,2016,3160,77
840,2,141,2017,3160,53
840,2,141,2018,3160,27
840,2,141,2019,3160,38
840,2,142,1990,3160,38
840,2,142,1991,3160,45
840,2,142,1992,3160,51
840,2,142,1993,3160,44
840,2,142,1995,3160,20
840,2,142,1997,3160,33
840,2,142,1998,3160,30
840,2,142,1999,3160,38
840,2,142,2000,3160,48
840,2,142,2001,3160,24
840,2,142,2002,3160,22
840,2,142,2003,3160,26
840,2,142,2004,3160,33
840,2,142,2005,3160,28
840,2,142,2006,3160,30
840,2,142,2007,3160,51
840,2,142,2008,3160,24
840,2,142,2009,3160,20
840,2,142,2010,3160,36
840,2,142,2011,3160,28
840,2,142,2013,3160,44
840,2,142,2014,3160,53
840,2,142,2015,3160,34
840,2,142,2017,3160,24
840,2,142,2018,3160,20
840,2,142,2019,3160,19
840,2,151,2017,3160,24
840,2,151,2018,3160,25
840,2,151,2019,3160,23
840,2,156,2000,3160,12
840,2,156,2001,3160,15
840,2,156,2002,3160,32
840,2,156,2003,3160,20
840,2,156,2004,3160,9
840,2,156,2005,3160,27
840,2,156,2006,3160,12
840,2,156,2007,3160,22
840,2,156,2008,3160,26
840,2,156,2009,3160,27
840,2,156,2010,3160,54
840,2,156,2011,3160,29
840,2,156,2012,3160,13
840,2,156,2013,3160,16
840,2,156,2014,3160,26
840,2,156,2015,3160,33
840,2,156,2016,3160,18
840,2,156,2017,3160,49
840,2,156,2018,3160,32
840,2,156,2019,3160,21
840,2,162,2001,3160,4
840,2,162,2002,3160,14
840,2,162,2003,3160,7
840,2,162,2004,3160,12
840,2,162,2005,3160,12
840,2,162,2006,3160,26
840,2,162,2007,3160,24
840,2,162,2008,3160,9
840,2,162,2009,3160,13
840,2,162,2010,3160,12
840,2,162,2011,3160,20
840,2,162,2012,3160,11
840,2,162,2013,3160,21
840,2,162,2014,3160,15
840,2,162,2015,3160,22
840,2,162,2016,3160,19
840,2,162,2018,3160,19
840,2,162,2019,3160,18
840,2,164,2000,3160,8
840,2,164,2001,3160,6
840,2,164,2002,3160,11
840,2,164,2003,3160,8
840,2,164,2004,3160,11
840,2,164,2005,3160,12
840,2,164,2006,3160,13
840,2,164,2007,3160,9
840,2,164,2008,3160,9
840,2,164,2009,3160,22
840,2,164,2010,3160,19
840,2,164,2011,3160,7
840,2,164,2012,3160,6
840,2,164,2013,3160,20
840,2,164,2014,3160,11
840,2,164,2015,3160,13
840,2,164,2018,3160,38
840,2,164,2019,3160,13
840,2,201,1996,3160,13
840,2,201,1997,3160,7
840,2,201,1998,3160,26
840,2,201,1999,3160,26
840,2,201,2000,3160,31
840,2,201,2001,3160,18
840,2,201,2002,3160,19
840,2,201,2003,3160,12
840,2,201,2004,3160,30
840,2,201,2005,3160,15
840,2,201,2006,3160,20
840,2,201,2007,3160,22
840,2,201,2008,3160,28
840,2,201,2009,3160,36
840,2,201,2012,3160,26
840,2,201,2013,3160,25
840,2,201,2014,3160,31
840,2,201,2015,3160,21
840,2,201,2016,3160,23
840,2,201,2017,3160,18
840,2,201,2018,3160,21
840,2,201,2019,3160,13
840,2,203,2002,3160,34
840,2,203,2003,3160,70
840,2,203,2007,3160,56
840,2,203,2011,3160,57
840,2,203,2012,3160,53
,,,,,
840,2,203,2019,3160,29
840,2,204,1996,3160,65
840,2,204,1998,3160,50
840,2,204,1999,3160,38
840,2,204,2000,3160,60
840,2,204,2001,3160,42
840,2,204,2002,3160,23
840,2,204,2003,3160,16
840,2,204,2004,3160,31
840,2,204,2005,3160,12
840,2,204,2006,3160,14
840,2,204,2007,3160,31
840,2,204,2008,3160,25
840,2,204,2009,3160,31
840,2,204,2010,3160,40
840,2,204,2011,3160,38
840,2,204,2012,3160,28
840,2,204,2013,3160,29
840,2,204,2014,3160,20
840,2,204,2015,3160,24
840,2,204,2016,3160,17
840,2,204,2017,3160,25
840,2,204,2018,3160,30
840,2,204,2019,3160,45
840,2,205,1996,3160,17
840,2,205,1997,3160,14
840,2,205,1998,3160,11
840,2,205,1999,3160,15
840,2,205,2000,3160,11
840,2,205,2001,3160,14
840,2,205,2002,3160,24
840,2,205,2003,3160,10
840,2,205,2004,3160,7
840,2,205,2005,3160,33
840,2,205,2006,3160,8
840,2,205,2007,3160,10
840,2,205,2008,3160,20
840,2,205,2009,3160,15
840,2,205,2010,3160,17
840,2,205,2011,3160,23
840,2,205,2012,3160,6
840,2,205,2013,3160,6
840,2,205,2014,3160,21
840,2,205,2015,3160,7
840,2,205,2016,3160,15
840,2,205,2017,3160,12
840,2,205,2018,3160,12
840,2,205,2019,3160,12
840,2,206,1996,3160,18
840,2,206,1997,3160,24
840,2,206,1998,3160,20
840,2,206,1999,3160,16
840,2,207,1996,3160,21
840,2,207,1997,3160,24
840,2,207,1998,3160,55
840,2,207,1999,3160,22
840,2,207,2000,3160,19
840,2,207,2001,3160,24
840,2,207,2002,3160,22
840,2,207,2003,3160,15
840,2,207,2004,3160,15
840,2,207,2005,3160,14
840,2,207,2006,3160,13
840,2,207,2007,3160,28
840,2,207,2008,3160,16
840,2,207,2009,3160,18
840,2,207,2010,3160,18
840,2,207,2011,3160,23
840,2,207,2012,3160,17
840,2,207,2013,3160,15
840,2,207,2015,3160,14
840,2,207,2018,3160,25
840,2,207,2019,3160,17
840,2,208,1996,3160,38
840,2,208,2000,3160,26
840,2,208,2001,3160,15
840,2,208,2002,3160,71
840,2,208,2003,3160,28
840,2,208,2004,3160,56
840,2,208,2005,3160,60
840,2,208,2006,3160,32
840,2,208,2007,3160,59
840,2,208,2010,3160,41
840,2,208,2011,3160,49
840,2,208,2012,3160,49
840,2,208,2016,3160,34
840,2,208,2017,3160,77
840,2,208,2018,3160,70
840,2,208,2019,3160,94
840,2,209,1996,3160,24
840,2,209,2000,3160,33
840,2,209,2001,3160,20
840,2,209,2003,3160,23
840,2,209,2004,3160,20
840,2,209,2005,3160,13
840,2,209,2006,3160,11
840,2,209,2007,3160,14
840,2,209,2008,3160,23
840,2,209,2009,3160,13
840,2,209,2010,3160,15
840,2,209,2011,3160,26
840,2,209,2012,3160,23
840,2,209,2013,3160,30
840,2,209,2015,3160,16
840,2,209,2016,3160,25
840,2,209,2017,3160,16
840,2,210,1996,3160,14
840,2,210,1997,3160,15
840,2,210,1998,3160,18
840,2,210,1999,3160,25
840,2,210,2000,3160,29
840,2,210,2002,3160,50
840,2,210,2003,3160,47
840,2,210,2004,3160,44
840,2,210,2005,3160,33
840,2,210,2006,3160,37
840,2,210,2007,3160,45
840,2,210,2008,3160,33
840,2,210,2009,3160,36
840,2,210,2010,3160,51
840,2,210,2011,3160,58
840,2,210,2012,3160,36
840,2,210,2013,3160,32
840,2,210,2014,3160,20
840,2,210,2016,3160,40
840,2,210,2017,3160,43
840,2,210,2018,3160,35
840,2,210,2019,3160,30
840,2,211,1996,3160,64
840,2,211,1997,3160,48
840,2,211,1998,3160,61
840,2,211,1999,3160,38
840,2,211,2000,3160,63
840,2,211,2001,3160,64
840,2,211,2002,3160,47
840,2,211,2003,3160,27
840,2,211,2004,3160,45
840,2,211,2005,3160,46
840,2,211,2006,3160,46
840,2,211,2007,3160,33
840,2,211,2008,3160,53
840,2,211,2009,3160,20
840,2,211,2010,3160,12
840,2,211,2011,3160,5
840,2,211,2012,3160,27
840,2,211,2013,3160,1
840,2,211,2015,3160,3
840,2,211,2016,3160,3
840,2,211,2017,3160,11
840,2,211,2019,3160,8
840,2,212,1996,3160,40
840,2,212,1997,3160,19
840,2,212,1998,3160,34
840,2,212,1999,3160,32
840,2,212,2000,3160,32
840,2,212,2001,3160,50
840,2,212,2002,3160,35
840,2,212,2003,3160,31
840,2,212,2004,3160,39
840,2,212,2005,3160,22
840,2,212,2006,3160,4
840,2,212,2007,3160,13
840,2,212,2008,3160,10
840,2,212,2009,3160,43
840,2,212,2010,3160,35
840,2,212,2011,3160,31
840,2,212,2012,3160,33
840,2,212,2013,3160,17
840,2,212,2014,3160,22
840,2,212,2015,3160,20
840,2,212,2016,3160,14
840,2,212,2017,3160,29
840,2,213,1997,3160,7
840,2,213,1998,3160,15
840,2,213,1999,3160,6
840,2,213,2000,3160,8
840,2,213,2001,3160,9
840,2,213,2002,3160,15
840,2,213,2003,3160,12
840,2,213,2004,3160,7
840,2,213,2005,3160,9
840,2,213,2006,3160,5
840,2,213,2007,3160,16
840,2,213,2008,3160,3
840,2,213,2009,3160,5
840,2,213,2010,3160,12
840,2,213,2011,3160,8
840,2,213,2012,3160,9
840,2,213,2013,3160,7
840,2,213,2014,3160,28
840,2,213,2015,3160,13
840,2,213,2016,3160,18
840,2,213,2019,3160,30
840,2,214,1996,3160,19
840,2,214,1997,3160,13
840,2,214,1998,3160,14
840,2,214,1999,3160,8
840,2,214,2000,3160,13
840,2,214,2001,3160,9
840,2,214,2002,3160,22
840,2,214,2003,3160,10
840,2,214,2004,3160,17
840,2,214,2005,3160,14
840,2,214,2006,3160,12
840,2,214,2007,3160,17
840,2,214,2008,3160,22
840,2,214,2009,3160,18
840,2,214,2011,3160,25
840,2,214,2012,3160,15
840,2,214,2013,3160,20
840,2,214,2014,3160,27
840,2,214,2015,3160,19
840,2,214,2016,3160,23
840,2,214,2017,3160,19
840,2,214,2018,3160,19
840,2,214,2019,3160,20
840,2,215,1996,3160,35
840,2,215,1997,3160,26
840,2,215,1998,3160,80
840,2,215,1999,3160,35
840,2,215,2000,3160,14
840,2,215,2003,3160,44
840,2,215,2004,3160,52
840,2,215,2005,3160,27
840,2,215,2009,3160,11
840,2,215,2010,3160,18
840,2,215,2012,3160,24
840,2,215,2014,3160,9
840,2,215,2015,3160,4
840,2,215,2016,3160,10
840,2,215,2017,3160,8
840,2,215,2018,3160,15
840,2,216,1996,3160,63
840,2,216,1997,3160,27
840,2,216,1998,3160,46
840,2,216,1999,3160,38
840,2,216,2000,3160,21
840,2,216,2005,3160,43
840,2,216,2007,3160,49
840,2,216,2009,3160,18
840,2,216,2010,3160,26
840,2,216,2011,3160,21
840,2,216,2013,3160,66
840,2,216,2015,3160,61
840,2,216,2016,3160,48
840,2,216,2017,3160,63
840,2,216,2018,3160,48
840,2,216,2019,3160,52
840,2,217,1996,3160,42
840,2,217,1997,3160,69
840,2,217,1998,3160,38
840,2,217,1999,3160,35
840,2,217,2000,3160,49
840,2,217,2001,3160,140
840,2,217,2003,3160,38
840,2,217,2006,3160,81
840,2,217,2007,3160,43
840,2,217,2013,3160,25
840,2,217,2014,3160,45
840,2,217,2015,3160,36
840,2,217,2017,3160,27
840,2,217,2018,3160,47
840,2,218,1996,3160,30
840,2,218,1997,3160,59
840,2,218,1998,3160,45
840,2,218,1999,3160,16
840,2,218,2000,3160,53
840,2,218,2001,3160,46
840,2,218,2002,3160,53
840,2,218,2003,3160,17
840,2,218,2004,3160,62
840,2,218,2005,3160,22
840,2,218,2006,3160,35
840,2,218,2007,3160,57
840,2,218,2008,3160,112
840,2,218,2009,3160,44
840,2,218,2010,3160,66
840,2,218,2011,3160,43
840,2,218,2013,3160,30
840,2,218,2014,3160,22
840,2,218,2015,3160,7
840,2,218,2016,3160,5
840,2,218,2017,3160,17
840,2,218,2018,3160,22
840,2,218,2019,3160,24
840,2,306,2001,3160,17
840,2,306,2003,3160,56
840,2,306,2004,3160,24
840,2,306,2007,3160,17
840,2,306,2008,3160,39
840,2,306,2018,3160,52
840,2,750,1999,3160,6
840,2,750,2000,3160,3
840,2,750,2001,3160,9
840,2,750,2002,3160,13
840,2,750,2003,3160,8
840,2,750,2004,3160,4
840,2,750,2005,3160,7
840,2,750,2006,3160,11
840,2,750,2007,3160,7
840,2,750,2008,3160,14
840,2,750,2009,3160,17
840,2,750,2010,3160,10
840,2,750,2011,3160,16
840,2,750,2012,3160,21
840,2,751,1999,3160,4
840,2,751,2000,3160,9
840,2,751,2001,3160,8
840,2,751,2002,3160,5
840,2,751,2003,3160,9
840,2,751,2004,3160,7
840,2,751,2005,3160,9
840,2,751,2006,3160,11
840,2,751,2007,3160,4
840,2,751,2008,3160,3
840,2,751,2009,3160,10
840,2,751,2010,3160,15
840,2,751,2011,3160,13
840,2,751,2012,3160,8
840,2,751,2013,3160,19
840,2,752,1999,3160,7
840,2,752,2000,3160,3
840,2,752,2001,3160,10
840,2,752,2003,3160,1
840,2,752,2004,3160,5
840,2,752,2005,3160,7
840,2,752,2008,3160,4
840,2,752,2009,3160,4
840,2,752,2011,3160,6
840,2,752,2013,3160,4
840,2,752,2014,3160,3
840,2,753,1999,3160,2
840,2,753,2000,3160,7
840,2,753,2001,3160,5
840,2,753,2002,3160,10
840,2,753,2003,3160,4
840,2,753,2004,3160,2
840,2,753,2005,3160,2
840,2,753,2006,3160,8
840,2,753,2007,3160,6
840,2,753,2008,3160,1
840,2,753,2009,3160,9
840,2,753,2011,3160,10
840,2,753,2012,3160,9
840,2,753,2015,3160,16
840,2,754,2009,3160,3
840,2,754,2017,3160,1
840,2,754,2019,3160,2
840,6,1,1992,3160,14
840,6,1,1993,3160,20
840,6,2,1990,3160,1
840,6,2,1991,3160,3
840,6,2,1992,3160,2
840,6,2,1993,3160,32
840,6,2,1994,3160,48
840,6,2,1995,3160,60
840,6,2,1997,3160,69
840,6,2,1999,3160,26
840,6,2,2004,3160,17
840,6,2,2005,3160,12
840,6,2,2006,3160,19
840,6,2,2007,3160,19
840,6,2,2008,3160,7
840,6,2,2009,3160,15
840,6,2,2010,3160,20
840,6,2,2011,3160,42
840,6,2,2012,3160,1
840,6,2,2013,3160,18
840,6,2,2014,3160,18
840,6,2,2015,3160,16
840,6,2,2017,3160,14
840,6,2,2018,3160,4
840,6,2,2019,3160,28
840,6,4,1990,3160,6
840,6,4,1992,3160,1
840,6,4,1993,3160,3
840,6,4,1994,3160,12
840,6,9,1990,3160,5
840,6,9,1991,3160,4
840,6,9,1992,3160,12
840,6,9,1994,3160,2
840,6,9,1999,3160,1
840,6,9,2000,3160,10
840,6,9,2006,3160,42
840,6,9,2007,3160,1
840,6,9,2009,3160,8
840,6,9,2010,3160,10
840,6,9,2013,3160,30
840,6,9,2014,3160,6
840,6,9,2016,3160,3
840,6,9,2019,3160,3
840,6,10,1991,3160,30
840,6,10,1992,3160,30
840,6,10,1993,3160,7
840,6,10,1994,3160,12
840,6,10,1995,3160,31
840,6,10,1996,3160,14
840,6,10,1998,3160,21
840,6,10,1999,3160,28
840,6,10,2000,3160,24
840,6,10,2018,3160,1
840,6,10,2019,3160,23
840,6,11,1990,3160,9
840,6,11,1991,3160,14
840,6,11,1992,3160,22
840,6,11,1995,3160,22
840,6,11,1996,3160,2
840,6,11,2005,3160,8
840,6,11,2006,3160,44
840,6,11,2007,3160,18
840,6,11,2008,3160,9
840,6,11,2010,3160,13
840,6,11,2014,3160,23
840,6,12,1992,3160,17
840,6,12,1993,3160,21
840,6,12,1994,3160,21
840,6,12,1995,3160,11
840,6,12,1996,3160,41
840,6,12,1997,3160,13
840,6,12,1998,3160,13
840,6,12,1999,3160,9
840,6,12,2000,3160,15
840,6,12,2001,3160,17
840,6,12,2002,3160,17
840,6,12,2003,3160,25
840,6,12,2004,3160,16
840,6,12,2005,3160,17
840,6,12,2006,3160,12
840,6,12,2007,3160,4
840,6,12,2008,3160,16
840,6,12,2009,3160,4
840,6,12,2010,3160,35
840,6,12,2011,3160,28
840,6,12,2012,3160,5
840,6,12,2013,3160,6
840,6,12,2014,3160,1
840,6,12,2015,3160,1
840,6,12,2016,3160,8
840,6,12,2017,3160,14
840,6,12,2018,3160,11
840,6,12,2019,3160,26
840,6,13,1992,3160,72
840,6,13,1993,3160,122
,,,,,
840,6,13,1994,3160,28
840,6,13,1995,3160,107
840,6,13,1996,3160,8
840,6,13,1997,3160,111
840,6,13,1998,3160,48
840,6,13,2000,3160,21
840,6,13,2001,3160,131
840,6,13,2002,3160,61
840,6,13,2003,3160,16
840,6,13,2004,3160,17
840,6,13,2005,3160,48
840,6,13,2006,3160,1
840,6,13,2007,3160,4
840,6,13,2009,3160,46
840,6,13,2010,3160,45
840,6,13,2011,3160,7
840,6,13,2012,3160,1
840,6,13,2014,3160,3
840,6,13,2015,3160,17
840,6,13,2016,3160,4
840,6,13,2017,3160,34
840,6,13,2018,3160,3
840,6,13,2019,3160,43
840,6,14,1991,3160,31
840,6,14,1992,3160,34
840,6,14,1993,3160,22
840,6,14,1994,3160,48
840,6,14,1995,3160,31
840,6,14,1996,3160,23
840,6,14,1997,3160,31
840,6,14,1998,3160,23
840,6,14,1999,3160,36
840,6,14,2000,3160,35
840,6,14,2001,3160,34
840,6,14,2002,3160,71
840,6,14,2003,3160,46
840,6,14,2004,3160,34
840,6,14,2005,3160,70
840,6,14,2006,3160,51
840,6,14,2007,3160,46
